School ID,School Short Name,School Name,Street Address,City,State,ZIP,Phone Number,Website,Managed By Network,Geographic Network,School Track,Overall Rating,On Probation,Years on Probation,NWEA or Scantron,Growth Overall Level,Growth Overall Reading and Math,Reading Growth Grade 3,Reading Growth Grade 4,Reading Growth Grade 5,Reading Growth Grade 6,Reading Growth Grade 7,Reading Growth Grade 8,Reading Growth All Grades,Math Growth Grade 3,Math Growth Grade 4,Math Growth Grade 5,Math Growth Grade 6,Math Growth Grade 7,Math Growth Grade 8,Math Growth All Grades,Student Performance Level,Student Performance Reading and Math,Reading Performance Grade 3,Reading Performance Grade 4,Reading Performance Grade 5,Reading Performance Grade 6,Reading Performance Grade 7,Reading Performance Grade 8,Reading Performance All Grades,Math Performance Grade 3,Math Performance Grade 4,Math Performance Grade 5,Math Performance Grade 6,Math Performance Grade 7,Math Performance Grade 8,Math Performance All Grades,Overall Foundation,Involved Families,Supportive Environment,Ambitious Instruction,Effective Leaders,Collaborative Teachers,Safety,Misconducts Resulting in Suspensions 2011 - Percent,Misconducts Resulting in Suspensions 2012 - Percent,Average Days of Suspension 2011,Average Days of Suspension 2012,Student Attendance 2011 - Percent,Student Attendance 2012 - Percent,Teacher Attendance 2011 - Percent,Teacher Attendance 2012 - Percent,Healthy School Certified,Blue Ribbon Award,X Coordinate,Y Coordinate,Latitude,Longitude,Location
609921,Telpochcalli,Telpochcalli Elementary School,2832 W 24th Blvd,Chicago,IL,60623,(773) 534-1402,http://www.telpochcalli.cps.k12.il.us,Pilsen-Little Village Elementary Network,Pilsen-Little Village Elementary Network,Standard,Level 3,Yes,2,Scantron,Average,45.9,50,41.2,52.6,46.2,46.2,68.8,50,64.3,37.5,57.9,25,33.3,42.9,41.4,Below Average,35.5,46.7,17.6,15,37,51.9,18.8,32.8,53.3,52.9,35,35.7,37,18.8,38.2,Moderately Organized,Not Enough Data,Neutral,Neutral,Not Enough Data,Not Enough Data,Neutral,,33.3,,2.1,95.4,96,94.7,96,No,No,1157725.352,1887836.509,-87.6966316,41.84797834,"(-87.6966316, 41.84797834)"
609922,Belmont-cragin,Belmont-Cragin Elementary School,2456 N Mango Ave,Chicago,IL,60639,(773) 534-2900,http://www.belmontcragin.cps.k12.il.us,Fullerton Elementary Network,Fullerton Elementary Network,Track E,Level 3,Yes,1,Scantron,Average,49.5,36,42.9,64.5,65.4,45.5,48.1,51.3,60,36,43.3,50,60,42.3,47.5,Below Average,36.4,16,24,32.3,23.1,39.1,40.7,29.3,34.8,38.5,35.5,39.1,54.5,61.5,43.7,Well-organized,Strong,Strong,Strong,Strong,Neutral,Strong,35.7,4.3,1.8,2,95.3,86,96.8,96.1,Pending,No,1137592.32,1915980.764,-87.76984337,41.92559567,"(-87.76984337, 41.92559567)"
609924,Fort Dearborn,Fort Dearborn Elementary School,9025 S Throop St,Chicago,IL,60620,(773) 535-2680,http://www.fortdearborn.cps.k12.il.us,Rock Island Elementary Network,Rock Island Elementary Network,Standard,Level 3,Yes,1,Scantron,Average,50.4,45.1,38.1,43.2,40,57.1,73.1,50.4,45.3,38.1,53.3,68.6,50,50.9,50.4,Below Average,42.4,24.6,24.4,27.7,35.9,43.8,48.2,34.2,31.5,28.9,52.2,64.1,62.2,66.7,50.7,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,100,94.3,3.4,2.4,93.4,93,95.9,95.8,No,No,1169287.183,1844810.538,-87.65544435,41.72966698,"(-87.65544435, 41.72966698)"
609925,Kellman,Joseph Kellman Corporate Community ES,751 S Sacramento Blvd,Chicago,IL,60612,(773) 534-6602,,Garfield-Humboldt Elementary Network,Garfield-Humboldt Elementary Network,Track E,Level 1,No,0,Scantron,Above Average,55.3,76.7,40,45.2,60.7,70,68,60.4,70,44,48.4,57.1,43.3,36,50.3,Average,45.3,43.3,56,25.8,39.3,60,60,46.7,43.3,40,32.3,53.6,36.7,60,43.8,Organized,Neutral,Very Strong,Very Strong,Neutral,Neutral,Very Strong,81.3,90.9,1.3,1.4,95.2,95.2,95.8,95.2,Pending,No,1156531.906,1896287.544,-87.70078311,41.87119309,"(-87.70078311, 41.87119309)"
609926,Franklin,Franklin Elementary Fine Arts Center,225 W Evergreen Ave,Chicago,IL,60610,(773) 534-8510,http://www.franklinfineartscenter.org,Fullerton Elementary Network,Fullerton Elementary Network,Standard,Level 1,No,0,Scantron,Above Average,62.2,41.1,55.2,54.8,62.5,76.7,70,57.1,41.8,78.3,69.4,53.3,83.3,86.7,67.4,Far Above Average,76.3,73.2,72.4,66.1,75,86.7,80,73.9,65.5,83.3,74.2,87.1,86.7,86.7,78.7,Well-organized,Strong,Strong,Strong,Strong,Strong,Very Strong,85.7,65.2,2.1,1.7,95.9,96.2,95.3,95.3,No,No,1174204.012,1909317.563,-87.6355136,41.90657253,"(-87.6355136, 41.90657253)"
609927,Foster Park,Foster Park Elementary School,8530 S Wood St,Chicago,IL,60620,(773) 535-2725,http://www.fosterpark.cps.k12.il.us,Englewood-Gresham Elementary Network,Englewood-Gresham Elementary Network,Standard,Level 3,Yes,5,Scantron,Below Average,40.8,35.3,27.6,36.4,47.2,41.7,41.9,38.5,34.4,61.5,44.1,44.1,41.7,35.7,43.3,Far Below Average,26.4,30.6,15.6,13.5,26.3,25.8,30.3,23.7,25,34.4,25,30.6,25.9,34.3,29.2,Organized,Neutral,Neutral,Strong,Neutral,Neutral,Weak,97.4,90.5,2.2,2.5,93.7,92.2,94.7,95.3,Pending,No,1165798.179,1847975.278,-87.66813597,41.7384262,"(-87.66813597, 41.7384262)"
609928,Fuller,Melville W Fuller Elementary School,4214 S Saint Lawrence Ave,Chicago,IL,60653,(773) 535-1687,http://www.fuller.cps.k12.il.us,AUSL Schools,Burnham Park Elementary Network,Track E,Level 3,Yes,6,Scantron,Below Average,42.1,33.3,,30,66.7,64.7,28.6,44.2,,,,53.3,25,33.3,39.7,Far Below Average,13.3,0,,0,0,28.6,25,15.6,,16.7,,0,20,9.5,10.7,Partially Organized,Not Enough Data,Weak,Weak,Not Enough Data,Not Enough Data,Weak,44.7,57,2.8,2.6,91.8,89.9,93.9,94,No,No,1180924.721,1877097.464,-87.61182077,41.8180061,"(-87.61182077, 41.8180061)"
609929,Fulton,Robert Fulton Elementary School,5300 S Hermitage Ave,Chicago,IL,60609,(773) 535-9000,,Pershing Elementary Network,Pershing Elementary Network,Track E,Level 2,Yes,10,NWEA,Far Above Average,74.9,64.9,70,81,66.7,80.6,38.5,68.4,73.2,85.7,94.1,89.5,88,66.7,82.6,Below Average,31.5,15.9,44.1,25.5,11.8,20,18.5,22.6,23.4,60,51.3,32,55.2,37.5,41.8,Well-organized,Neutral,Strong,Strong,Strong,Strong,Neutral,92.5,69.1,2.2,4.3,95.1,93.7,96.8,96.7,Pending,No,1165540.244,1869516.208,-87.66847093,41.79754288,"(-87.66847093, 41.79754288)"
609930,Funston,Frederick Funston Elementary School,2010 N Central Park,Chicago,IL,60647,(773) 534-4125,http://www.funston.cps.k12.il.us,Fullerton Elementary Network,Fullerton Elementary Network,Track E,Level 2,Yes,4,NWEA,Above Average,64.8,65.4,70,76.9,70.8,78.3,69.8,71.6,63.6,40.4,59.5,59.6,63,64.7,58,Far Below Average,29,33.9,30.2,35.7,34,29.8,34.1,32.9,40.4,9.3,24.4,24.5,17,37.1,25.1,Not Yet Organized,Weak,Neutral,Neutral,Very Weak,Weak,Neutral,72.5,69.4,2.6,1.8,94.7,93.9,95.4,96.3,No,No,1152012.963,1913173.956,-87.71692852,41.91762127,"(-87.71692852, 41.91762127)"
609932,Owens,Jesse Owens Elementary Community Academy,12450 S State St,Chicago,IL,60628,(773) 535-5661,http://www.owens.cps.k12.il.us,Lake Calumet Elementary Network,Lake Calumet Elementary Network,Standard,Level 3,Yes,1,Scantron,Below Average,33.3,21.7,,,,,,21.7,45,,,,,,45,Far Below Average,20,15.4,,,,,,15.4,24.6,,,,,,24.6,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,60,86.2,1.8,2.5,91.3,90.2,93.5,93.7,No,No,1178488.214,1822184.059,-87.62242272,41.66737294,"(-87.62242272, 41.66737294)"
609933,Gale,Stephen F Gale Elementary Community Academy,1631 W Jonquil Ter,Chicago,IL,60626,(773) 534-2100,http://www.galemathscience.org,Ravenswood-Ridge Elementary Network,Ravenswood-Ridge Elementary Network,Standard,Level 3,Yes,4,Scantron,Average,47.4,34.1,50,37,50,38.1,51.9,43.6,40.9,56.4,63,44.4,57.1,52,51,Far Below Average,27.1,18.8,20.5,10.3,22.5,37,38.7,23.8,10.4,31.7,34.5,27.5,46.4,45.2,30.4,Organized,Not Enough Data,Very Strong,Strong,Not Enough Data,Not Enough Data,Strong,68.9,74.2,2,1.9,92.1,91.6,95.2,94.7,Yes,No,1163959.517,1950960.205,-87.67196481,42.02106425,"(-87.67196481, 42.02106425)"
609935,Gallistel,Matthew Gallistel Elementary Language Academy,10347 S Ewing Ave,Chicago,IL,60617,(773) 535-6540,,Lake Calumet Elementary Network,Lake Calumet Elementary Network,Standard,Level 2,No,0,Scantron,Above Average,57.5,58.1,50.8,49.2,58.7,53,66.1,55.9,66.9,47.6,55,78.6,46.1,60,59.2,Below Average,39.7,33.1,23.6,30.2,31.7,46.7,48.4,35.4,33.9,29.9,40.8,54.8,48.3,56.6,43.9,Not Yet Organized,Weak,Neutral,Weak,Weak,Very Weak,Neutral,41.3,46.7,2.9,2.7,95.1,94.3,96.3,96.6,No,No,1202203.353,1836767.747,-87.53513861,41.70682232,"(-87.53513861, 41.70682232)"
609937,Garvy,John W Garvy Elementary School,5225 N Oak Park Ave,Chicago,IL,60656,(773) 534-1185,http://www.garvy.cps.k12.il.us,O'Hare Elementary Network,O'Hare Elementary Network,Standard,Level 2,No,0,Scantron,Average,52.4,55,48.8,45.5,52.7,52.8,50,51.1,72.5,64.3,53.7,46.8,47.2,35.2,53.6,Above Average,59.9,55.6,47.6,60.7,47.9,59.5,66.2,55.4,67.9,72.6,64.3,61.7,54.1,65.3,64.4,Well-organized,Strong,Not Enough Data,Not Enough Data,Strong,Strong,Not Enough Data,65.9,63.1,2,1.3,95.3,96.1,96.5,96,No,No,1130304.414,1934430.694,-87.79619832,41.97635262,"(-87.79619832, 41.97635262)"
609938,Gary,Joseph E Gary Elementary School,3740 W 31st St,Chicago,IL,60623,(773) 534-1455,http://www.gary.cps.k12.il.us,Pilsen-Little Village Elementary Network,Pilsen-Little Village Elementary Network,Standard,Level 2,No,0,Scantron,Average,53.5,50.6,55.7,63.7,67.3,40.6,60.7,56.6,52,64.7,56.5,58,16.5,45.3,50.3,Below Average,37.5,26.4,25.3,24.4,28.1,30.5,37.8,28.1,31.7,45,57,54.2,33.6,63,46.9,Partially Organized,Neutral,Weak,Weak,Neutral,Neutral,Weak,48.1,33,2.3,2.1,96.1,96.3,96.2,96.5,Pending,No,1151739.739,1883825.92,-87.71870452,41.83709246,"(-87.71870452, 41.83709246)"
609939,Gillespie,Frank L Gillespie Elementary School,9301 S State St,Chicago,IL,60619,(773) 535-5065,http://www.gillespie.cps.k12.il.us,Rock Island Elementary Network,Rock Island Elementary Network,Standard,Level 2,No,0,Scantron,Average,51.9,40,38.1,54.8,67.2,40,57.7,50.4,40,51.2,56.5,54.8,68.9,53.8,53.3,Far Below Average,29.9,33.8,25,29.2,36.8,20.4,43.6,32.1,17.6,28.9,21.5,35.8,28.6,36.4,27.6,Well-organized,Neutral,Very Strong,Very Strong,Strong,Strong,Neutral,75,18.8,4.3,2,91.9,92.7,96.3,97.1,No,No,1177970.337,1843287.805,-87.62368165,41.72529635,"(-87.62368165, 41.72529635)"
609941,Randolph,Asa Philip Randolph Elementary School,7316 S Hoyne Ave,Chicago,IL,60636,(773) 535-9015,http://www.randolphelementary.org,Englewood-Gresham Elementary Network,Englewood-Gresham Elementary Network,Track E,Level 2,Yes,6,Scantron,Above Average,69.5,64.6,55.3,67.3,69.5,79.5,41.8,62,71.4,84.2,82.7,91.2,75,61,77.3,Below Average,39.1,40,19.5,19.6,20,22.4,27.9,24.9,33.3,58.5,50,60,56.3,61.7,53.6,Partially Organized,Weak,Neutral,Neutral,Neutral,Weak,Weak,80,82.8,1.6,1.4,92.1,90.6,95.3,97,No,No,1163589.689,1856037.765,-87.67600175,41.76059741,"(-87.67600175, 41.76059741)"
609942,Goethe,Johann W von Goethe Elementary School,2236 N Rockwell St,Chicago,IL,60647,(773) 534-4135,http://www.goethe.cps.k12.il.us,Fullerton Elementary Network,Fullerton Elementary Network,Standard,Level 1,No,0,NWEA,Far Above Average,71.1,62.5,74.1,79.4,65.1,66.1,76.2,70.8,58.9,67.2,81.4,86.2,73.2,61.2,71.5,Average,53.9,46.4,62.1,50,60.9,54.4,65.6,56.7,48.2,36.2,45.9,63.1,55.2,55.9,51.1,Well-organized,Very Strong,Strong,Strong,Very Strong,Very Strong,Very Strong,34.7,,5.8,,95.8,93.9,97,97.4,No,No,1158528.612,1915119.213,-87.69293637,41.9228282,"(-87.69293637, 41.9228282)"
609943,Gompers,Samuel Gompers Fine Arts Options ES,12302 S State St,Chicago,IL,60628,(773) 535-5475,http://www.gompersschool.org,Lake Calumet Elementary Network,Lake Calumet Elementary Network,Standard,Level 3,Yes,1,Scantron,Average,47.1,,36.5,41.8,48,44.6,44.3,43.1,,58,35.8,72.9,50,43.5,51.3,Below Average,32,,20.8,20.7,32.1,30.5,23.1,25.3,,25.5,28.8,49,41.7,47,38.7,Moderately Organized,Weak,Neutral,Strong,Neutral,Neutral,Weak,55,65.4,2.7,2.3,93.6,94.6,96,94.8,No,No,1178435.326,1823353.395,-87.62258098,41.67058298,"(-87.62258098, 41.67058298)"
609944,Grissom,Virgil Grissom Elementary School,12810 S Escanaba Ave,Chicago,IL,60633,(773) 535-5380,http://www.grissom.cps.k12.il.us,Lake Calumet Elementary Network,Lake Calumet Elementary Network,Standard,Level 1,No,0,NWEA,Above Average,63.6,46.7,63.3,50,72.7,74.1,43.8,57.2,76.7,83.3,55.2,59.1,66.7,75,70,Average,53.6,53.1,60.6,47.1,72.7,44.8,54.5,54.6,57.6,66.7,48.4,54.5,31,54.5,52.5,Organized,Not Enough Data,Strong,Strong,Not Enough Data,Not Enough Data,Strong,,66.7,,2.1,95.5,94.7,96.4,95.8,No,No,1197378.736,1820556.064,-87.55334334,41.66245712,"(-87.55334334, 41.66245712)"
609945,Goudy,William C Goudy Elementary School,5120 N Winthrop Ave,Chicago,IL,60640,(773) 534-2480,http://www.goudy.cps.k12.il.us,Ravenswood-Ridge Elementary Network,Ravenswood-Ridge Elementary Network,Standard,Level 2,No,0,Scantron,Far Above Average,71.7,65.8,56.3,74.7,77.6,69.6,80.8,70.4,77.8,80.8,76.8,58.9,57.1,82.4,73.1,Above Average,57.5,46.7,50.7,45.9,55.1,68.4,61.5,53.5,62.2,57.3,44.7,64.7,80.7,69.2,61.6,Well-organized,Strong,Very Strong,Strong,Strong,Strong,Strong,69.8,93.8,2.3,2.4,96.1,95.7,95.8,96.8,No,No,1167897.992,1934499.505,-87.65794915,41.97581137,"(-87.65794915, 41.97581137)"
609947,Graham,Alexander Graham Elementary School,4436 S Union Ave,Chicago,IL,60609,(773) 535-1308,http://www.graham.cps.k12.il.us,Pershing Elementary Network,Pershing Elementary Network,Standard,Level 3,Yes,1,Scantron,Above Average,55.9,61.5,51.3,57.8,73,45.5,48.9,55.8,51.3,53.8,73.9,48.7,44.4,61.7,56.1,Average,46.9,47.6,48.7,36,43.9,35.4,30.6,39.8,52.4,56.4,56.9,61,59.2,38.8,53.9,Partially Organized,Not Enough Data,Weak,Neutral,Not Enough Data,Not Enough Data,Neutral,88.5,82.4,2,2.1,92.5,92.1,95,94.7,No,No,1172335.702,1875308.997,-87.64338051,41.81329195,"(-87.64338051, 41.81329195)"
609949,"Gray, W",William P Gray Elementary School,3730 N Laramie Ave,Chicago,IL,60641,(773) 534-3520,http://www.gray.cps.k12.il.us,O'Hare Elementary Network,O'Hare Elementary Network,Standard,Level 1,No,0,NWEA,Far Above Average,71.9,72.2,70.3,80.8,69.7,75.2,72.8,73.2,83.3,74.5,66,62.8,65.2,70.7,70.7,Above Average,57.8,54.1,53.4,68.6,55.9,76.1,67.2,61.8,58.8,52,51.4,54.9,60.9,44.9,53.9,Partially Organized,Neutral,Neutral,Neutral,Weak,Weak,Strong,82.7,62.5,2,2.7,95.6,94.8,95.9,95.8,No,No,1140988.981,1924452.515,-87.75715297,41.94878107,"(-87.75715297, 41.94878107)"
609951,Ariel,Ariel Elementary Community Academy,1119 E 46th St,Chicago,IL,60653,(773) 535-1996,http://www.arielinvestments.com,Burnham Park Elementary Network,Burnham Park Elementary Network,Standard,Level 3,Yes,1,NWEA,Above Average,63,47.7,56.5,57.9,68.6,67.4,52.2,58.7,64.9,54.9,71.1,75,77.8,58,66.8,Below Average,42.8,53.1,34.7,47.6,53.7,45.8,39.2,45.7,37.3,31.4,44.7,55.4,40.8,30.8,40.1,Organized,Strong,Neutral,Neutral,Strong,Neutral,Neutral,56.7,20.3,4.4,4.8,95.5,95.1,96,96.4,No,No,1184576.517,1874697.119,-87.5985003,41.81133445,"(-87.5985003, 41.81133445)"
609952,Greene,Nathanael Greene Elementary School,3525 S Honore,Chicago,IL,60609,(773) 535-4560,http://www.greene.cps.k12.il.us,Pershing Elementary Network,Pershing Elementary Network,Track E,Level 2,No,0,NWEA,Above Average,61.1,64.1,51.8,61,,,,59.3,80.4,50.6,56.9,,,,62.8,Average,47.8,47.4,45.6,56.4,,,,50.2,51.5,40.9,43.8,,,,45.4,Well-organized,Strong,Not Enough Data,Not Enough Data,Strong,Strong,Not Enough Data,43.2,,4,,95.5,96.1,96.2,96.2,Yes,No,1164636.276,1881214.535,-87.67145551,41.82966356,"(-87.67145551, 41.82966356)"
609954,Gregory,John Milton Gregory Elementary School,3715 W Polk St,Chicago,IL,60624,(773) 534-6820,http://www.gregoryacademy.org,Garfield-Humboldt Elementary Network,Garfield-Humboldt Elementary Network,Track E,Level 1,No,0,Scantron,Far Above Average,74.9,69,88.9,85.7,60,63.6,92,76.3,65.5,81.5,76.5,61.8,85.7,76,73.5,Average,49.2,21.9,74.1,48.6,33.3,46.2,73.1,47.8,40.6,74.1,54.3,33.3,62.5,46.2,50.6,Partially Organized,Weak,Weak,Neutral,Strong,Neutral,Weak,64.3,73.3,3.1,5.5,95.2,94,94.6,95.6,Yes,No,1151660.565,1896077.812,-87.71867323,41.87071468,"(-87.71867323, 41.87071468)"
609955,Gresham,Walter Q Gresham Elementary School,8524 S Green St,Chicago,IL,60620,(773) 535-3350,,Englewood-Gresham Elementary Network,Englewood-Gresham Elementary Network,Standard,Level 3,Yes,5,Scantron,Below Average,36.1,39.1,26.2,25.8,33.3,28.2,50,33.2,43.5,46.5,48.4,33.3,23.1,41.2,39.1,Far Below Average,20.9,37,17,12.9,14.8,7.5,26.5,18.4,33.3,19.1,51.6,25.9,5,14.7,23.3,Moderately Organized,Neutral,Weak,Weak,Strong,Strong,Weak,93.5,96.8,2.2,2,95.5,95.1,95,94.8,No,No,1172094.314,1848202.308,-87.64506169,41.73891334,"(-87.64506169, 41.73891334)"
609956,Grimes,Robert L Grimes Elementary School,5450 W 64th Pl,Chicago,IL,60638,(773) 535-2364,http://www.grimes.cps.k12.il.us,Midway Elementary Network,Midway Elementary Network,Standard,Level 1,No,0,NWEA,Above Average,65.2,58.7,65.9,65.3,61.4,65.9,67.3,64.1,78.3,75.6,53.1,65.9,41.5,79.6,66.3,Average,45.6,42.9,38.3,44.9,42.2,42.2,69.2,47,51,48.9,36.7,37.8,34.1,53.7,44.1,Well-organized,Strong,Strong,Strong,Strong,Strong,Strong,62.5,65.9,1.7,2.8,95.2,93.9,95.6,95.5,No,No,1140971.91,1861303.67,-87.75876919,41.77549238,"(-87.75876919, 41.77549238)"
609958,Gunsaulus,Frank W Gunsaulus Elementary Scholastic Academy,4420 S Sacramento Ave,Chicago,IL,60632,(773) 535-7215,http://www.gunsaulus.cps.k12.il.us,Pershing Elementary Network,Pershing Elementary Network,Standard,Level 2,No,0,NWEA,Above Average,56.3,58.8,38.8,54.3,52.9,47.9,56.8,51.9,56.5,56.5,63.7,57.4,50.8,75.9,61,Below Average,39.7,36.2,37.3,37.6,33.8,54.8,54.2,42.6,38.6,31.9,41.3,24.1,29.5,46.9,36.5,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,5.2,7.8,1.6,2,96.6,95.8,96,95.8,No,No,1157065.026,1875083.27,-87.69940042,41.81299531,"(-87.69940042, 41.81299531)"
609959,Haines,John Charles Haines Elementary School,247 W 23rd Pl,Chicago,IL,60616,(773) 534-9200,http://www.haines.cps.k12.il.us,Pershing Elementary Network,Pershing Elementary Network,Standard,Level 1,No,0,NWEA,Above Average,68.2,71.7,64,80.8,56.3,50.7,46.3,61.1,73.9,80,74,81.3,65.3,80.3,75.4,Above Average,68.3,63.8,56.6,74.7,58.8,61.8,60.3,63,85.1,67.9,70.7,75,71.1,74.6,73.6,Moderately Organized,Neutral,Neutral,Neutral,Neutral,Neutral,Weak,,,,,98.4,98.3,96.2,96.1,Yes,No,1174842.529,1888681.328,-87.63378596,41.84993116,"(-87.63378596, 41.84993116)"
609960,Hale,Nathan Hale Elementary School,6140 S Melvina,Chicago,IL,60638,(773) 535-2265,,Midway Elementary Network,Midway Elementary Network,Standard,Level 2,No,0,NWEA,Above Average,59.4,68.3,58.2,50,58.4,62.4,57,59.1,77,61.3,36.5,63.5,66.7,52.4,59.8,Average,46.9,49.4,53.1,46.7,58.2,55.8,67.1,54.8,45.1,40.2,21.1,43.2,43.2,42.4,39.2,Well-organized,Strong,Neutral,Neutral,Strong,Strong,Strong,54,32.3,1.5,2.8,94.5,94.1,96.2,96.5,No,No,1136092.792,1862988.841,-87.77661589,41.78020486,"(-87.77661589, 41.78020486)"
609961,Heroes,Ninos Heroes Elementary Academic Center,8344 S Commercial Ave,Chicago,IL,60617,(773) 535-6694,http://www.heroes.cps.k12.il.us,Skyway Elementary Network,Skyway Elementary Network,Track E,Level 2,No,0,Scantron,Average,48.7,52.1,33.3,53.3,54.2,49.1,62.5,50.2,45.8,40.4,35.6,60,43.4,58.3,47.2,Below Average,36.6,33.3,27,19.1,26,37,35.4,29.7,31.4,36.5,29.8,54,55.6,54.2,43.5,Partially Organized,Weak,Neutral,Strong,Weak,Neutral,Weak,16.9,58.2,2.8,3.7,93.9,94.1,95,95.4,No,No,1197504.847,1850181.748,-87.55189813,41.74374969,"(-87.55189813, 41.74374969)"
609963,Hamilton,Alexander Hamilton Elementary School,1650 W Cornelia Ave,Chicago,IL,60657,(773) 534-5484,http://www.hamiltoncps.org,Ravenswood-Ridge Elementary Network,Ravenswood-Ridge Elementary Network,Standard,Level 1,No,0,Scantron,Above Average,63,65.4,66.7,58.3,44.4,,73.3,61.5,46.2,88.9,50,88.9,,66.7,64.6,Above Average,57.2,50,61.1,58.3,50,,62.5,54.6,53.8,72.2,83.3,61.1,,43.8,59.8,Well-organized,Very Strong,Very Strong,Very Strong,Strong,Neutral,Very Strong,41.9,56,1,1.1,95.3,95.1,97.4,96.7,Pending,No,1164474.274,1923334.414,-87.67085683,41.94524725,"(-87.67085683, 41.94524725)"
609964,Hamline,John H Hamline Elementary School,4747 S Bishop St,Chicago,IL,60609,(773) 535-4565,http://www.hamline.cps.k12.il.us,Pershing Elementary Network,Pershing Elementary Network,Standard,Level 3,Yes,1,NWEA,Above Average,68.3,59,67.5,63.8,52.9,81.4,58.5,63.1,69.8,47.5,68,67.3,91.3,92.5,73.3,Below Average,38.6,25.4,40.5,20.8,28.3,39.5,41,31.9,26.5,40.5,35.8,30.5,72.9,71.2,45.3,Not Yet Organized,Very Weak,Weak,Weak,Very Weak,Very Weak,Weak,87.3,87.9,1.9,2.4,94.4,93.2,95.7,96,No,No,1167511.897,1873073.883,-87.66113856,41.80726347,"(-87.66113856, 41.80726347)"
609966,Hammond,Charles G Hammond Elementary School,2819 W 21st Pl,Chicago,IL,60623,(773) 535-4580,http://www.hammond.cps.k12.il.us,Pilsen-Little Village Elementary Network,Pilsen-Little Village Elementary Network,Track E,Level 3,Yes,1,Scantron,Below Average,35.8,41.7,32.4,25,45.5,33.3,54.2,38.6,8.7,37.5,20,43.8,35.7,45.8,32.9,Far Below Average,29.5,33.3,16.7,3.7,22.9,40.6,44,26.4,14.8,25.7,3.7,48.6,40.6,60,32.6,Moderately Organized,Neutral,Neutral,Neutral,Neutral,Neutral,Weak,55,38.5,1.6,3,95.3,93.3,95.2,96.3,Yes,No,1157809.015,1889554.623,-87.69627777,41.85269133,"(-87.69627777, 41.85269133)"
609967,Finkl,William F Finkl Elementary School,2332 S Western Ave,Chicago,IL,60608,(773) 535-5850,http://www.finkl.cps.k12.il.us,Pilsen-Little Village Elementary Network,Pilsen-Little Village Elementary Network,Track E,Level 2,No,0,Scantron,Above Average,56,48,57.5,40.4,49.1,69,58.1,53.9,57.7,70,43.1,71.9,50.9,56.9,58.1,Below Average,44.1,38.3,40.5,21.2,41,52.5,42.2,39.7,36.7,52.4,25,62.3,61.3,50.8,48.5,Not Yet Organized,Weak,Not Enough Data,Not Enough Data,Weak,Weak,Not Enough Data,52.6,47.8,3,3.1,95.2,94.4,96.9,97.2,No,No,1160699.306,1888303.522,-87.68570412,41.84919885,"(-87.68570412, 41.84919885)"
609968,Mcauliffe,Sharon Christa McAuliffe Elementary School,1841 N Springfield Ave,Chicago,IL,60647,(773) 534-4400,http://www.mcauliffe.cps.k12.il.us,Fullerton Elementary Network,Fullerton Elementary Network,Standard,Level 3,Yes,2,Scantron,Below Average,39.6,30.9,39.5,38.2,39,,,36.6,36.6,51.3,44.2,40.5,,,42.5,Below Average,30.9,21.9,21.7,28.4,36.9,,,27,26.5,41.5,32.3,42.4,,,34.7,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,38.8,44.4,1.9,2.8,93.9,92.8,95.7,95.4,Yes,No,1150124.467,1912135.002,-87.72389409,41.91480732,"(-87.72389409, 41.91480732)"
609969,Harte,Bret Harte Elementary School,1556 E 56th St,Chicago,IL,60637,(773) 535-0870,http://www.harte.cps.k12.il.us,Burnham Park Elementary Network,Burnham Park Elementary Network,Standard,Level 2,No,0,NWEA,Above Average,58.4,56.8,58.1,59.6,69.7,,,60.6,74.4,35.7,56.3,60.6,,,56.2,Average,46.3,35.9,59.6,53.1,70.6,,,54.4,38.1,34,36.7,47.1,,,38.4,Not Yet Organized,Weak,Neutral,Neutral,Weak,Very Weak,Neutral,60,37.3,1.8,1.9,94.2,94,95.4,95,No,No,1187805.484,1868216.424,-87.58686328,41.7934746,"(-87.58686328, 41.7934746)"
609971,Harvard,John Harvard Elementary School of Excellence,7525 S Harvard,Chicago,IL,60620,(773) 535-3045,http://www.harvardschoolofexcellence.org,AUSL Schools,Skyway Elementary Network,Track E,Level 3,Yes,11,NWEA,Average,51.4,62.2,35.7,55.6,52.5,52.3,51.4,51.7,58.7,31.7,59.5,72.5,40.5,42.4,51,Far Below Average,25.2,15.4,22.2,34.1,28.3,14.9,47.6,26.4,16,11.1,22.2,32.6,34,28.6,24,Not Yet Organized,Very Weak,Neutral,Neutral,Weak,Weak,Neutral,55.7,77.1,6.2,3.4,93,91.6,96,95.5,No,No,1175413.427,1854942.117,-87.63270008,41.75733472,"(-87.63270008, 41.75733472)"
